t, Ue, U1, U2, U3, U4, U5
5.005005005005005309e-02, 1.257687636764856856e-02, -1.174794184056360269e-02, 3.078051172940174496e+00, 2.907759846182562224e+00, 2.039614913323396284e+00, -2.258893172787401316e+00
5.025025025025025432e-02, 6.263590565142382327e-02, 3.033204850459976509e-02, 3.114455149266547540e+00, 2.944578974594167953e+00, 2.080668525550455783e+00, -2.201287699313265733e+00
5.045045045045045556e-02, 1.117051533171331545e-01, 7.193102388227200217e-02, 3.148829644444039122e+00, 2.979598233808090857e+00, 2.147721172499548636e+00, -2.118205598744311580e+00
5.065065065065064986e-02, 1.590092200335653794e-01, 1.123912144861096279e-01, 3.180630586051195863e+00, 3.012277875754191481e+00, 2.239410990205177310e+00, -2.011192175443651919e+00
5.085085085085085110e-02, 2.038006001135498346e-01, 1.510728694043124154e-01, 3.209354632148246456e+00, 3.042121195028995473e+00, 2.353973600998598315e+00, -1.882182297852608821e+00
5.105105105105105234e-02, 2.453714937066655555e-01, 1.873642162041463388e-01, 3.234546818544960178e+00, 3.068682390335442101e+00, 2.489270606314726297e+00, -1.733469183338224306e+00
5.125125125125125358e-02, 2.830649915546027962e-01, 2.206913735617306860e-01, 3.255807971425655367e+00, 3.091574038180040507e+00, 2.642802820593896485e+00, -1.567688559341522181e+00
5.145145145145145482e-02, 3.162854555660386535e-01, 2.505272686781066516e-01, 3.272800991158658412e+00, 3.110473919797879461e+00, 2.811768959708585314e+00, -1.387757574806522509e+00
5.165165165165165606e-02, 3.445079311756935603e-01, 2.763997258790965583e-01, 3.285255797033804992e+00, 3.125130163158396535e+00, 2.993088216506879728e+00, -1.196850350844556488e+00
5.185185185185185730e-02, 3.672864427521107533e-01, 2.978994348726714536e-01, 3.292974132720929425e+00, 3.135366290786113730e+00, 3.183425905340653284e+00, -9.983704924155051286e-01
5.205205205205205160e-02, 3.842610409689285467e-01, 3.146860125007922560e-01, 3.295832322909213907e+00, 3.141085053485829892e+00, 3.379294080705685044e+00, -7.958490160364629640e-01
5.225225225225225284e-02, 3.951634907760713245e-01, 3.264934434575073041e-01, 3.293783249704746563e+00, 3.142270011407088948e+00, 3.577044737299623023e+00, -5.929504294775633788e-01
5.245245245245245408e-02, 3.998215100887055895e-01, 3.331345134092586480e-01, 3.286857298156949714e+00, 3.138987558255533994e+00, 3.772975757706808597e+00, -3.933659144220723602e-01
5.265265265265265532e-02, 3.981614922136049173e-01, 3.345034284968517735e-01, 3.275161561446016556e+00, 3.131385614970838116e+00, 3.963401501832636953e+00, -2.007429689417967733e-01
5.285285285285285656e-02, 3.902096689927350148e-01, 3.305779317321252408e-01, 3.258878606117295185e+00, 3.119691382869164809e+00, 4.144711041332226564e+00, -1.862772090978323525e-02
5.305305305305305780e-02, 3.760916962839027100e-01, 3.214195774021537111e-01, 3.238263439624521567e+00, 3.104207439366803989e+00, 4.313566167990127376e+00, 1.497319921676598109e-01
5.325325325325325904e-02, 3.560306683287610685e-01, 3.071728638014382118e-01, 3.213639856074227197e+00, 3.085301476707178470e+00, 4.466970265713005261e+00, 3.014522480872275367e-01
5.345345345345345334e-02, 3.303435923854169953e-01, 2.880635824332783423e-01, 3.185395767497771313e+00, 3.063397566854257903e+00, 4.602554568652227118e+00, 4.342966020762503709e-01
5.365365365365365458e-02, 2.994363793339956392e-01, 2.643950634756302431e-01, 3.153977235262379608e+00, 3.038957064462699087e+00, 4.718785250218971328e+00, 5.468769602373971805e-01
5.385385385385385582e-02, 2.637974294143574094e-01, 2.365440543450599564e-01, 3.119882339162268980e+00, 3.012457488180246390e+00, 4.815132003229320112e+00, 6.388152481457386456e-01
5.405405405405405705e-02, 2.239899144550366872e-01, 2.049548310605506796e-01, 3.083653469708182993e+00, 2.984368201982885882e+00, 4.892227242545158283e+00, 7.108946151254073031e-01
5.425425425425425829e-02, 1.806428785507560586e-01, 1.701318787866567539e-01, 3.045868917461947767e+00, 2.955126662155704409e+00, 4.951786079383115435e+00, 7.649714986719331478e-01
5.445445445445445953e-02, 1.344412978168839368e-01, 1.326316420545743391e-01, 3.007133524878734754e+00, 2.925114324413334188e+00, 4.996334838999296757e+00, 8.036960876156203915e-01
5.465465465465465383e-02, 8.611525629803591653e-02, 9.305277180541990378e-02, 2.968068283421219977e+00, 2.894645469745459554e+00, 5.028769547029792619e+00, 8.300669606748378726e-01
5.485485485485485507e-02, 3.642840907465568628e-02, 5.202612578568770185e-02, 2.929299979249021746e+00, 2.863967466996196531e+00, 5.051941650760672253e+00, 8.470167317835359810e-01
5.505505505505505631e-02, -1.383408512472799647e-02, 1.020444523552890836e-02, 2.891450657852713046e+00, 2.833265649838025535e+00, 5.068455422033255608e+00, 8.572109441083103354e-01
5.525525525525525755e-02, -6.387797111502124814e-02, -3.174897118884556502e-02, 2.855126547106993318e+00, 2.802635318309939727e+00, 5.079866083918623154e+00, 8.622363924681248903e-01
5.545545545545545879e-02, -1.129124481895905224e-01, -7.316983781204780546e-02, 2.820909006480361469e+00, 2.772231925621838400e+00, 5.087246849165230067e+00, 8.632186694129405646e-01
5.565565565565566003e-02, -1.601626664671237099e-01, -1.134028196922675646e-01, 2.789345786557591023e+00, 2.742120613286986419e+00, 5.091788887398800867e+00, 8.613713565752600942e-01
5.585585585585586127e-02, -2.048819711812481514e-01, -1.518128047410937931e-01, 2.760941351722629555e+00, 2.712332131750196940e+00, 5.093875359234106170e+00, 8.570886824566459339e-01
5.605605605605605557e-02, -2.463637014268721392e-01, -1.877961758433343009e-01, 2.736147202841497261e+00, 2.682918761016015008e+00, 5.092155450386732340e+00, 8.490381802142369372e-01
5.625625625625625681e-02, -2.839523569177719864e-01, -2.207920829768419690e-01, 2.715352199945179734e+00, 2.654010231276894505e+00, 5.082618405784865345e+00, 8.332533454472650369e-01
5.645645645645645805e-02, -3.170539562966746550e-01, -2.502937153323286923e-01, 2.698872884912530967e+00, 2.625869643541388410e+00, 5.057667563681055078e+00, 8.022262939835735907e-01
5.665665665665665929e-02, -3.451454233143733119e-01, -2.758617971885984343e-01, 2.686941520328417266e+00, 2.598954287138608876e+00, 5.003662131221939369e+00, 7.424697868954182045e-01
5.685685685685686053e-02, -3.677828525560830064e-01, -2.971633918303663857e-01, 2.679665083212912968e+00, 2.574270521685943169e+00, 4.880953978188999898e+00, 6.146720429711708400e-01
5.705705705705706177e-02, -3.846085240988508791e-01, -3.139641159952756277e-01, 2.677027612393961586e+00, 2.553949648876734813e+00, 4.632816735895510796e+00, 3.628181366452941647e-01
5.725725725725726301e-02, -3.953565562533896127e-01, -3.260252230143789731e-01, 2.678999325042030311e+00, 2.541085604543304566e+00, 4.243695498132952437e+00, -2.761122676653443575e-02
5.745745745745745731e-02, -3.998571070648919701e-01, -3.329682062862751590e-01, 2.685708444698968744e+00, 2.537726907899712891e+00, 3.818895768179704220e+00, -4.506131241494485407e-01
5.765765765765765855e-02, -3.980390581801063199e-01, -3.345002204991411876e-01, 2.697246628248381128e+00, 2.543148711711080256e+00, 3.466379048427354892e+00, -7.984423074108601970e-01
5.785785785785785978e-02, -3.899311386698134374e-01, -3.306069821742930737e-01, 2.713453004923599643e+00, 2.555416703966521652e+00, 3.189690855550051829e+00, -1.068172470510536876e+00
5.805805805805806102e-02, -3.756614710479064811e-01, -3.214204159436991892e-01, 2.734021774304685959e+00, 2.573099146895110767e+00, 2.957091643203851650e+00, -1.292000855301492113e+00
5.825825825825826226e-02, -3.554555466609413128e-01, -3.071273925725562792e-01, 2.758595276843727184e+00, 2.595366633107400567e+00, 2.750510627906603389e+00, -1.488259920663944635e+00
5.845845845845846350e-02, -3.296326624413442596e-01, -2.879698989465196424e-01, 2.786772641591667377e+00, 2.621644649556183815e+00, 2.564790987528626776e+00, -1.662285747528759572e+00
5.865865865865866474e-02, -2.986008753312206498e-01, -2.642562191446631847e-01, 2.818104648748337659e+00, 2.651412179602075980e+00, 2.399991580731060115e+00, -1.814182433884755197e+00
5.885885885885885904e-02, -2.628505541076749386e-01, -2.363632846177403379e-01, 2.852094861199736098e+00, 2.684135151970119537e+00, 2.257585342455227462e+00, -1.942645625539709542e+00
5.905905905905906028e-02, -2.229466305046559627e-01, -2.047330743870769965e-01, 2.888205508355268680e+00, 2.719251488837377106e+00, 2.139198214744626902e+00, -2.046228569478267811e+00
5.925925925925926152e-02, -1.795196720801835177e-01, -1.698662663837307574e-01, 2.925865469245391370e+00, 2.756173041861418316e+00, 2.046248494558092990e+00, -2.123702190163923031e+00
5.945945945945946276e-02, -1.332559178968212021e-01, -1.323145192760624700e-01, 2.964479151390557732e+00, 2.794292134696705787e+00, 1.979829633583048309e+00, -2.174170181406601898e+00
5.965965965965966400e-02, -8.488643447300084355e-02, -9.267180283789912265e-02, 3.003435857853401725e+00, 2.832989765081791678e+00, 1.940657237392668932e+00, -2.197119331695304378e+00
5.985985985985986524e-02, -3.517556336442170112e-02, -5.156508093118625236e-02, 3.042119529724387927e+00, 2.871644650850659453e+00, 1.929041940782340481e+00, -2.192443682517195125e+00
6.006006006006005954e-02, 1.509115707148726664e-02, -9.644414324134945038e-03, 3.079918184116408497e+00, 2.909642274272105311e+00, 1.944872474122882666e+00, -2.160458450278286424e+00
6.026026026026026078e-02, 6.511940486603855216e-02, 3.242735924649042811e-02, 3.116233813169867695e+00, 2.946384468083473873e+00, 1.987607134206891724e+00, -2.101905367390225265e+00
6.046046046046046202e-02, 1.141186264296211172e-01, 7.398499934809354972e-02, 3.150491982751922659e+00, 2.981298962474897341e+00, 2.056280538303810523e+00, -2.017942734416060091e+00
6.066066066066066326e-02, 1.613145289935940530e-01, 1.143713300348926654e-01, 3.182150488590618220e+00, 3.013848023299610102e+00, 2.149513027280260058e+00, -1.910133066341466623e+00
6.086086086086086450e-02, 2.059613160963268685e-01, 1.529477070305598763e-01, 3.210708012409019929e+00, 3.043537090284259783e+00, 2.265520068720371594e+00, -1.780430738845976135e+00
6.106106106106106574e-02, 2.473534727664881139e-01, 1.891042382466051330e-01, 3.235712450354434111e+00, 3.069923255891128910e+00, 2.402135100112414268e+00, -1.631156242270378920e+00
6.126126126126126697e-02, 2.848369141724102493e-01, 2.222689818769440495e-01, 3.256767491131694836e+00, 3.092622318526082381e+00, 2.556865733959197140e+00, -1.464937502952460502e+00
6.146146146146146128e-02, 3.178193215649778303e-01, 2.519173383735339722e-01, 3.273539078872468089e+00, 3.111315009791546071e+00, 2.726871667356085549e+00, -1.284729755721646383e+00
6.166166166166166251e-02, 3.457795021839464855e-01, 2.775804721818012077e-01, 3.285761036806687407e+00, 3.125753568179734820e+00, 2.909058864986254100e+00, -1.093719034417717673e+00
6.186186186186186375e-02, 3.682756252211458192e-01, 2.988521346791461197e-01, 3.293238567402670292e+00, 3.135765480850333908e+00, 3.100110034964079997e+00, -8.952902725476049595e-01
6.206206206206206499e-02, 3.849522036946539383e-01, 3.153953334173495993e-01, 3.295851547572326901e+00, 3.141256957084397339e+00, 3.296507505269041793e+00, -6.930030887931850625e-01
6.226226226226226623e-02, 3.955457119053746862e-01, 3.269483430850530503e-01, 3.293557157811821678e+00, 3.142216145921060466e+00, 3.494592650848604709e+00, -4.905311053677648969e-01
6.246246246246246747e-02, 3.998887497081555775e-01, 3.333276345754786485e-01, 3.286389330120547125e+00, 3.138713344931480353e+00, 3.690680546096147374e+00, -2.915470236724796438e-01
6.266266266266266871e-02, 3.979126877930341255e-01, 3.344317125830740811e-01, 3.274459128902043936e+00, 3.130900546322275435e+00, 3.881070546658748732e+00, -9.971199172052033766e-02
6.286286286286286995e-02, 3.896487521754943284e-01, 3.302424573131094721e-01, 3.257952748699484591e+00, 3.119009028005715223e+00, 4.062178985617230786e+00, 8.145649244337421768e-02
6.306306306306307119e-02, 3.752275307584659880e-01, 3.208255822083859177e-01, 3.237128765985815892e+00, 3.103344336351402166e+00, 4.230657768841147082e+00, 2.487017065670056593e-01
6.326326326326327243e-02, 3.548769097634409397e-01, 3.063297924272349038e-01, 3.212314306102564743e+00, 3.084278151674159751e+00, 4.383560136647026262e+00, 3.991909510875877309e-01
6.346346346346345979e-02, 3.289184726395242842e-01, 2.869847068146042512e-01, 3.183900249938433014e+00, 3.062236136563315725e+00, 4.518546807061998294e+00, 5.307178266497549757e-01
6.366366366366366103e-02, 2.977624183553679305e-01, 2.630975535727815839e-01, 3.152335535421836532e+00, 3.037680924477179634e+00, 4.634115222087686448e+00, 6.419259764541881408e-01
6.386386386386386227e-02, 2.619010793758940192e-01, 2.350485921977987225e-01, 3.118120594062835149e+00, 3.011090806049509627e+00, 4.729806135760054708e+00, 7.325086968632414930e-01
6.406406406406406351e-02, 2.219011417536465025e-01, 2.032852695467339821e-01, 3.081799830779797578e+00, 2.982934173118865662e+00, 4.806310956286341529e+00, 8.033078576241141633e-01
6.426426426426426475e-02, 1.783946902740296547e-01, 1.683148809482475639e-01, 3.043953103651694025e+00, 2.953645394027621052e+00, 4.865386120875184517e+00, 8.562202509804480721e-01
6.446446446446446599e-02, 1.320692201603335114e-01, 1.306961907067006878e-01, 3.005186182795742234e+00, 2.923602834386820337e+00, 4.909573058753339048e+00, 8.939101773986013466e-01
6.466466466466466723e-02, 8.365677317502528965e-02, 9.102977330594527738e-02, 2.966120712809603877e+00, 2.893118164571321316e+00, 4.941819326134870849e+00, 9.194269149855569534e-01
6.486486486486486847e-02, 3.392236979020155779e-02, 4.994776806981120199e-02, 2.927383664495537996e+00, 2.862434170983758186e+00, 4.964942309990936664e+00, 9.356675451056328807e-01
6.506506506506506970e-02, -1.634807977628718878e-02, 8.103523686569358286e-03, 2.889596135068564831e+00, 2.831729654008208641e+00, 4.981333119517125319e+00, 9.450822277426897955e-01
6.526526526526527094e-02, -6.636019462748549147e-02, -3.383891655277435073e-02, 2.853363650617115610e+00, 2.801133436464717796e+00, 4.992866512464141593e+00, 9.495886587281229252e-01
6.546546546546547218e-02, -1.153236761088892726e-01, -7.521532951618489782e-02, 2.819266468563677464e+00, 2.770738372063824340e+00, 5.000810821468489209e+00, 9.504865269688562712e-01
6.566566566566567342e-02, -1.624647962217898867e-01, -1.153718269923044437e-01, 2.787849880125440549e+00, 2.740615353861079573e+00, 5.005737880383148486e+00, 9.483719716753349349e-01
6.586586586586587466e-02, -2.070386241847525788e-01, -1.536748924014502693e-01, 2.759615341743328454e+00, 2.710826508418527681e+00, 5.007665435878419835e+00, 9.432842971900294859e-01
6.606606606606607590e-02, -2.483407979372989072e-01, -1.895230561583945983e-01, 2.735011159322628949e+00, 2.681436516030440309e+00, 5.005072858392386692e+00, 9.337253226630092273e-01
6.626626626626626326e-02, -2.857186545708080283e-01, -2.223556304042424991e-01, 2.714424497997681485e+00, 2.652610773821594492e+00, 4.995331650663636047e+00, 9.171228476152868403e-01
6.646646646646646450e-02, -3.185815438019715673e-01, -2.516678419780822296e-01, 2.698170273856753010e+00, 2.624519268287159424e+00, 4.971387416365845802e+00, 8.864801948988074720e-01
6.666666666666666574e-02, -3.464101615137756274e-01, -2.770309637797587765e-01, 2.686469214851654019e+00, 2.597649110851684817e+00, 4.914542980206432432e+00, 8.232635188246292257e-01
6.686686686686686698e-02, -3.687647558740902998e-01, -2.981124745357102701e-01, 2.679425725751697129e+00, 2.573128680260529322e+00, 4.787199477857862817e+00, 6.902509697510736952e-01
6.706706706706706822e-02, -3.852920763575653496e-01, -3.146828062838526452e-01, 2.677018455591572366e+00, 2.553104489407149735e+00, 4.531855784293047584e+00, 4.306580368414559268e-01
6.726726726726726946e-02, -3.957309558613976708e-01, -3.264978549485285098e-01, 2.679222670639800352e+00, 2.540688521223108953e+00, 4.137883472862552203e+00, 3.489823820175613767e-02
6.746746746746747070e-02, -3.999164377055705044e-01, -3.331749278733431852e-01, 2.686172914807339662e+00, 2.537806856719992954e+00, 3.715288070916532348e+00, -3.863656534619728244e-01
6.766766766766767194e-02, -3.977823823021107708e-01, -3.344340429446507335e-01, 2.697950161987969331e+00, 2.543616466566483325e+00, 3.367480510238171743e+00, -7.299780692890381895e-01
6.786786786786787318e-02, -3.893625123024004875e-01, -3.302724132236948829e-01, 2.714382443491547559e+00, 2.556182688157727423e+00, 3.094010724588074801e+00, -9.970086506668969228e-01
6.806806806806807442e-02, -3.747898797069750820e-01, -3.208256509412312218e-01, 2.735160233000745844e+00, 2.574110712964846392e+00, 2.863317981564205361e+00, -1.219463824062095414e+00
6.826826826826827566e-02, -3.542947633586113754e-01, -3.062831293348628470e-01, 2.759923769588897180e+00, 2.596591476023800027e+00, 2.658136125334673139e+00, -1.414864817671558805e+00
6.846846846846847690e-02, -3.282010300428342964e-01, -2.868899270083776765e-01, 2.788269876973399342e+00, 2.623056067415137083e+00, 2.473741901662401155e+00, -1.588112375677645183e+00
6.866866866866867813e-02, -2.969210166982425569e-01, -2.629577503496377533e-01, 2.819746900289055613e+00, 2.652984281809596112e+00, 2.310331088771217178e+00, -1.739173483007863119e+00
6.886886886886886550e-02, -2.609490146087169449e-01, -2.348669324945758807e-01, 2.853856171067830516e+00, 2.685840432413392875e+00, 2.169388460438093968e+00, -1.866732555677481420e+00
6.906906906906906674e-02, -2.208534585412283424e-01, -2.030625187748756888e-01, 2.890058036192252988e+00, 2.721061167535420378e+00, 2.052547020095671026e+00, -1.969336275947190185e+00
6.926926926926926797e-02, -1.772679442576503006e-01, -1.680479843272229545e-01, 2.927779922608953367e+00, 2.758057067257107420e+00, 1.961201095888297941e+00, -2.045780039854990573e+00
6.946946946946946921e-02, -1.308812163431080922e-01, -1.303772395152013874e-01, 2.966425317354938862e+00, 2.796219813720648872e+00, 1.896429229896533286e+00, -2.095182745066442642e+00
6.966966966966967045e-02, -8.242628456467603060e-02, -9.064617424002023582e-02, 3.005382892635584113e+00, 2.834929927343047940e+00, 1.858930264468835913e+00, -2.117048180632674637e+00
6.986986986986987169e-02, -3.266884074528121629e-02, -4.948318946619391367e-02, 3.044036885084477895e+00, 2.873566570412863896e+00, 1.848992205326902782e+00, -2.111292974410810430e+00
7.007007007007007293e-02, 1.760484080895454578e-02, -7.539177156755200171e-03, 3.081775321463265271e+00, 2.911515349873935676e+00, 1.866482061508578205e+00, -2.078254077797754285e+00
7.027027027027027417e-02, 6.760032812874190722e-02, 3.452267908203923708e-02, 3.118001342403591725e+00, 2.948179345273602703e+00, 1.910834727856241200e+00, -2.018696304399858477e+00
7.047047047047047541e-02, 1.165275853102215042e-01, 7.603730325870994289e-02, 3.152142054381651626e+00, 2.982987947362441883e+00, 1.981064686314492729e+00, -1.933797626233104250e+00
7.067067067067067665e-02, 1.636134567762986824e-01, 1.163481646776759748e-01, 3.183657107188256230e+00, 3.015405416426541585e+00, 2.075774521292193864e+00, -1.825137731358693394e+00
7.087087087087087789e-02, 2.081138847926322366e-01, 1.548177156203758564e-01, 3.212047271398894566e+00, 3.044939440619774729e+00, 2.193163435024503283e+00, -1.694686581518642488e+00
7.107107107107107913e-02, 2.493256671752876186e-01, 1.908378290263887112e-01, 3.236863015843801872e+00, 3.071149694296071875e+00, 2.331035762934912992e+00, -1.544792969771376701e+00
7.127127127127128037e-02, 2.865975693931144264e-01, 2.238388268098251699e-01, 3.257711255078980628e+00, 3.093655389473954909e+00, 2.486885814713234666e+00, -1.378097060375140126e+00
7.147147147147148161e-02, 3.193406154697636112e-01, 2.532986420701651142e-01, 3.274261149238639312e+00, 3.112140734379868601e+00, 2.657868056804871149e+00, -1.197558216715722601e+00
7.167167167167166897e-02, 3.470373950670403440e-01, 2.787512382121725141e-01, 3.286249809558384971e+00, 3.126361379850136846e+00, 2.840873019147457601e+00, -1.006376815536627944e+00
7.187187187187187021e-02, 3.692502396777249674e-01, 2.997938207955182510e-01, 3.293486230321559294e+00, 3.136148642169735989e+00, 3.032557175551628958e+00, -8.079627872659784771e-01
7.207207207207207145e-02, 3.856281387264604010e-01, 3.160932298248637640e-01, 3.295854312294980826e+00, 3.141413219924348077e+00, 3.229412136468271743e+00, -6.058650040617148402e-01
7.227227227227227269e-02, 3.959122862895135264e-01, 3.273911390515836795e-01, 3.293314671230650692e+00, 3.142146806152211980e+00, 3.427774108266756770e+00, -4.037610959403700184e-01
7.247247247247247393e-02, 3.999401707833202257e-01, 3.335084578147684553e-01, 3.285905486478033932e+00, 3.138424213765597326e+00, 3.623940741439465540e+00, -2.053396935936920853e-01
7.267267267267267516e-02, 3.976481429959755065e-01, 3.343476272950656192e-01, 3.273741422499362397e+00, 3.130401465865661592e+00, 3.814239041777670813e+00, -1.423295093541976364e-02
7.287287287287287640e-02, 3.890724218812635637e-01, 3.298946981574373827e-01, 3.257012368027151439e+00, 3.118313308849217425e+00, 3.995074838427436603e+00, 1.660322958851533359e-01
7.307307307307307764e-02, 3.743485222215239272e-01, 3.202196793547337772e-01, 3.235980523560969324e+00, 3.102469226554239512e+00, 4.163121142187144130e+00, 3.322217613251956525e-01
7.327327327327327888e-02, 3.537091132035110608e-01, 3.054753076591110728e-01, 3.210976264012119774e+00, 3.083243674121996403e+00, 4.315456334440753494e+00, 4.815288408990977542e-01
7.347347347347348012e-02, 3.274803417463308941e-01, 2.858952116752587203e-01, 3.182393541726143305e+00, 3.061064785805034827e+00, 4.449777689951507575e+00, 6.117845553624324806e-01
7.367367367367368136e-02, 2.960766786807766948e-01, 2.617903490209843587e-01, 3.150684004819396922e+00, 3.036396467530062981e+00, 4.564632424976744041e+00, 7.216827904798781557e-01
7.387387387387388260e-02, 2.599943692214575774e-01, 2.335445634696199646e-01, 3.116350529402790670e+00, 3.009716716134640535e+00, 4.659621885249753959e+00, 8.109773926907375419e-01
7.407407407407408384e-02, 2.198035912283208271e-01, 2.016082967718065833e-01, 3.079939303566908038e+00, 2.981492708029867877e+00, 4.735459050022917005e+00, 8.805314451161606604e-01
7.427427427427427120e-02, 1.761394451738481914e-01, 1.664918210287039957e-01, 3.042031976296271978e+00, 2.952159256432578704e+00, 4.794003743581893850e+00, 9.323453223992524963e-01
7.447447447447447244e-02, 1.296919181937484511e-01, 1.287562731784798742e-01, 3.003235414399944680e+00, 2.922088401267745272e+00, 4.837822094158578778e+00, 9.691059869451974507e-01
7.467467467467467368e-02, 8.119498081070419815e-02, 8.900384800139565789e-02, 2.964171520794542936e+00, 2.891587687427726205e+00, 4.869805238240281220e+00, 9.938049624567006912e-01
7.487487487487487492e-02, 3.141498862626707772e-02, 4.786798843275982818e-02, 2.925467056599655002e+00, 2.860898641831866929e+00, 4.892789572388668518e+00, 1.009357920505510986e+00
7.507507507507507616e-02, -1.886142774092346847e-02, 6.003101130914973577e-03, 2.887743051358355739e+00, 2.830196926462458240e+00, 4.909186808531406321e+00, 1.018234624030005531e+00
7.527527527527527740e-02, -6.883979310566921972e-02, -3.592674866219321833e-02, 2.851603855814240696e+00, 2.799608779025148042e+00, 4.920801575366254177e+00, 1.022281804382432657e+00
7.547547547547547864e-02, -1.177303421277147016e-01, -7.725759859138717212e-02, 2.817628116229473623e+00, 2.769225932775137622e+00, 4.928841214108489410e+00, 1.022737786885816735e+00
7.567567567567567988e-02, -1.647604992975993388e-01, -1.173362620158416025e-01, 2.786359045876523943e+00, 2.739118042553820409e+00, 4.933886545096616061e+00, 1.020207272762634121e+00
7.587587587587588112e-02, -2.091870872863210440e-01, -1.555307140368795416e-01, 2.758295651780120039e+00, 2.709349076677429302e+00, 4.935793294567384137e+00, 1.014568156645765384e+00
7.607607607607608236e-02, -2.503080707407227545e-01, -1.912405809169109017e-01, 2.733883972923789596e+00, 2.679993468273105250e+00, 4.933440750632748006e+00, 1.004725504155307148e+00
7.627627627627628359e-02, -2.874736499474159768e-01, -2.239086614954619026e-01, 2.713507379940534481e+00, 2.651176143846901478e+00, 4.923480959855251804e+00, 9.873740343140129383e-01
7.647647647647648483e-02, -3.200965290616136771e-01, -2.530334012745139027e-01, 2.697475852904303917e+00, 2.623133758561358775e+00, 4.898395298977304968e+00, 9.550751084020401294e-01
7.667667667667668607e-02, -3.476611966408004739e-01, -2.781891598007699695e-01, 2.686006342471880082e+00, 2.596360295704741805e+00, 4.839517517122248869e+00, 8.893281257551526320e-01
7.687687687687688731e-02, -3.697320718309242138e-01, -2.990497875536339834e-01, 2.679196222620347623e+00, 2.571997656562580836e+00, 4.707550227258054498e+00, 7.512171868351513737e-01
7.707707707707707467e-02, -3.859603874778955723e-01, -3.153891964050473118e-01, 2.677019093730807153e+00, 2.552277694042911715e+00, 4.444858953132420964e+00, 4.838529077457741079e-01
7.727727727727727591e-02, -3.960897013964794766e-01, -3.269572022317908666e-01, 2.679456248762485782e+00, 2.540314782617744349e+00, 4.046279659524316230e+00, 8.311435347495996218e-02
7.747747747747747715e-02, -3.999599487066995973e-01, -3.333676455828514795e-01, 2.686647927592692220e+00, 2.537907117577514526e+00, 3.626113653316362040e+00, -3.360819105874295332e-01
7.767767767767767839e-02, -3.975099712021695764e-01, -3.343539619673409624e-01, 2.698663779237330473e+00, 2.544099219859136340e+00, 3.282910936549455094e+00, -6.754784750043487662e-01
7.787787787787787963e-02, -3.887784837808931360e-01, -3.299242661027254608e-01, 2.715321265775028525e+00, 2.556960617244247835e+00, 3.012541882401289950e+00, -9.398234061564954001e-01
7.807807807807808087e-02, -3.739034626668597538e-01, -3.202178469003939543e-01, 2.736307179122687394e+00, 2.575132072573960151e+00, 2.783630822166745844e+00, -1.160926504949570282e+00
7.827827827827828211e-02, -3.531199650898467768e-01, -3.054264129595281041e-01, 2.761259831505061157e+00, 2.597824658090380545e+00, 2.579808452284462206e+00, -1.355405610903079205e+00
7.847847847847848335e-02, -3.267564148771622268e-01, -2.857982846754716921e-01, 2.789773603630858023e+00, 2.624474902745105087e+00, 2.396689407999404775e+00, -1.527821860953522348e+00
7.867867867867868459e-02, -2.952294126529353413e-01, -2.616485899671867621e-01, 2.821394441194125857e+00, 2.654562369493173257e+00, 2.234612162312926475e+00, -1.677999694411193454e+00
7.887887887887888583e-02, -2.590371526549570258e-01, -2.333610008977106964e-01, 2.855621449217016661e+00, 2.687550373022814743e+00, 2.095091773447766315e+00, -1.804593645180689654e+00
7.907907907907908707e-02, -2.187515501974499343e-01, -2.013836812419914635e-01, 2.891913141983888380e+00, 2.722874014893362560e+00, 1.979742780301045890e+00, -1.906169449760996892e+00
7.927927927927928831e-02, -1.750092041827602529e-01, -1.662227739777668578e-01, 2.929695539315017250e+00, 2.759942860046628699e+00, 1.889954139545651834e+00, -1.981528288688734873e+00
7.947947947947948955e-02, -1.285013374736555247e-01, -1.284345682417205037e-01, 2.968371116055755987e+00, 2.798147717390929490e+00, 1.826783267834644731e+00, -2.029810555918424075e+00
7.967967967967967691e-02, -7.996287408992217016e-02, -8.861676721620398434e-02, 3.007328201193711692e+00, 2.836868943084163597e+00, 1.790907114579688875e+00, -2.050542075797242347e+00
7.987987987987987815e-02, -3.016082583296054304e-02, -4.739909796477646126e-02, 3.045950677369620774e+00, 2.875485481871218330e+00, 1.782593361706503732e+00, -2.043659932652284628e+00
8.008008008008007939e-02, 2.011782814534700259e-02, -5.433339911686652091e-03, 3.083627554164587448e+00, 2.913384049220523853e+00, 1.801688382486088535e+00, -2.009521457819681611e+00
8.028028028028028062e-02, 7.007857730074854019e-02, 3.661691625924258509e-02, 3.119762837771453690e+00, 2.949968740451887506e+00, 1.847609188879560715e+00, -1.948909089568358732e+00
8.048048048048048186e-02, 1.189319346668702426e-01, 7.808675025604851216e-02, 3.153784773909362737e+00, 2.984670200444639043e+00, 1.919347747378058022e+00, -1.863022962611608380e+00
8.068068068068068310e-02, 1.659059124421644604e-01, 1.183204374125016722e-01, 3.185154882351439731e+00, 3.016954601307574979e+00, 2.015479579153345746e+00, -1.753469262961727226e+00
8.088088088088088434e-02, 2.102582210525302253e-01, 1.566817816682588571e-01, 3.213376594813450282e+00, 3.046332417257747949e+00, 2.134185971325745612e+00, -1.622235027330164892e+00
