t, Ue, U1, U2, U3, U4, U5
1.001001001001001062e-01, 2.514131601779343028e-02, -1.221129118208402753e-03, 3.087320152103596893e+00, 2.917111317276431581e+00, 1.704134553233607852e+00, -1.903682777515469882e+00
1.003003003003003074e-01, 7.502666135033592143e-02, 4.080093258973289949e-02, 3.123269310445828228e+00, 2.953532736845779549e+00, 1.753061180775530969e+00, -1.840857663072070327e+00
1.005005005005005086e-01, 1.237264245555490111e-01, 8.217645376925823697e-02, 3.157049755639873556e+00, 2.988015963367487871e+00, 1.827685244663979303e+00, -1.752894978385395097e+00
1.007007007007007099e-01, 1.704710449489758861e-01, 1.222510518298061677e-01, 3.188126553636013050e+00, 3.020030898089941740e+00, 1.926535966857829463e+00, -1.641446110391436397e+00
1.009009009009009111e-01, 2.145218572949549873e-01, 1.603911973049632900e-01, 3.216007859655505285e+00, 3.049092907674296526e+00, 2.047748006299475065e+00, -1.508543233463811584e+00
1.011011011011011124e-01, 2.551827643012469227e-01, 1.959938209474913484e-01, 3.240252248603578966e+00, 3.074770424139879221e+00, 2.189097588902694014e+00, -1.356560545249978267e+00
1.013013013013012997e-01, 2.918112364488756327e-01, 2.284956375935718043e-01, 3.260475243481867125e+00, 3.096691585556331727e+00, 2.348018390954798473e+00, -1.188196036027079572e+00
1.015015015015015010e-01, 3.238284653362981103e-01, 2.573824700270619381e-01, 3.276355843800847101e+00, 3.114550876735763474e+00, 2.521617422518843021e+00, -1.006453258057731226e+00
1.017017017017017022e-01, 3.507285100932620026e-01, 2.821976937935061214e-01, 3.287642113502601049e+00, 3.128115364152460831e+00, 2.706737732887728232e+00, -8.145764027003257191e-01
1.019019019019019034e-01, 3.720862923314413040e-01, 3.025482471750799429e-01, 3.294153796744053064e+00, 3.137228003678043997e+00, 2.900034474565062581e+00, -6.159729505872667543e-01
1.021021021021021047e-01, 3.875643132944603941e-01, 3.181119612469395785e-01, 3.295786297440395529e+00, 3.141811244755501775e+00, 3.097940277513896667e+00, -4.142469194837554713e-01
1.023023023023023059e-01, 3.969179870619254924e-01, 3.286423514920361333e-01, 3.292512012874023508e+00, 3.141869823376786552e+00, 3.296804254726313665e+00, -2.130587367932366138e-01
1.025025025025025072e-01, 3.999995055314389814e-01, 3.339720790423680308e-01, 3.284380353982229384e+00, 3.137490351088170648e+00, 3.492930593301572184e+00, -1.608658451959177338e-02
1.027027027027027084e-01, 3.967601741035506890e-01, 3.340162305428290845e-01, 3.271517596584874177e+00, 3.128840695699983687e+00, 3.682617886909172800e+00, 1.730129274701696640e-01
1.029029029029029096e-01, 3.872511811608465582e-01, 3.287735303571566181e-01, 3.254124723827794163e+00, 3.116167865311429530e+00, 3.862330954743413702e+00, 3.507760792594376009e-01
1.031031031031031109e-01, 3.716227891817446283e-01, 3.183263463601959109e-01, 3.232474324995724402e+00, 3.099791113246860963e+00, 4.028781391703072146e+00, 5.140104955045102786e-01
1.033033033033033121e-01, 3.501219602711229673e-01, 3.028398079471534277e-01, 3.206906710274691097e+00, 3.080094263178144942e+00, 4.179128231119910275e+00, 6.599934458670740911e-01
1.035035035035035134e-01, 3.230884536295214327e-01, 2.825593180791473591e-01, 3.177824822304588182e+00, 3.057511729876917883e+00, 4.311183871025257019e+00, 7.866732910106040144e-01
1.037037037037037146e-01, 2.909494566292156748e-01, 2.578071473041783079e-01, 3.145688483238632038e+00, 3.032511219828531335e+00, 4.423636202252622773e+00, 8.928860046436913889e-01
1.039039039039039020e-01, 2.542128343377555999e-01, 2.289774968295246738e-01, 3.111007533570279371e+00, 3.005571006472596896e+00, 4.516253458147895472e+00, 9.785525734445932322e-01
1.041041041041041032e-01, 2.134591041608483730e-01, 1.965303980440266385e-01, 3.074334175898339350e+00, 2.977154672192104723e+00, 4.589951268412435503e+00, 1.044737706587418824e+00
1.043043043043043044e-01, 1.693322624226153428e-01, 1.609841828849710998e-01, 3.036254252432910583e+00, 2.947686812955097491e+00, 4.646677726471807546e+00, 1.093526814812489256e+00
1.045045045045045057e-01, 1.225296078427119267e-01, 1.229067445685174259e-01, 2.997377603495720688e+00, 2.917533294975338531e+00, 4.689093235834430828e+00, 1.127699217346794347e+00
1.047047047047047069e-01, 7.379072272139780564e-02, 8.290578553716419774e-02, 2.958327728516136457e+00, 2.886991746861260477e+00, 4.720128242651923323e+00, 1.150282576740602636e+00
1.049049049049049082e-01, 2.388578595328157139e-02, 4.161858910447084614e-02, 2.919731083095264079e+00, 2.856290879130898297e+00, 4.742557588494131338e+00, 1.164126845637753149e+00
1.051051051051051094e-01, -2.639659745064817931e-02, -2.985323051045568610e-04, 2.882206749261869483e+00, 2.825598973456104446e+00, 4.758700177269499676e+00, 1.171606596614280349e+00
1.053053053053053106e-01, -7.626185801322901692e-02, -4.218072076062308329e-02, 2.846355970347026254e+00, 2.795036549332482689e+00, 4.770283924365686268e+00, 1.174489990599917544e+00
1.055055055055055119e-01, -1.249220176925965875e-01, -8.336498395362744451e-02, 2.812752550136677243e+00, 2.764690672372115188e+00, 4.778417403755794268e+00, 1.173915051822043365e+00
1.057057057057057131e-01, -1.716081416249342906e-01, -1.232006452768341781e-01, 2.781933718292393110e+00, 2.734629555290712499e+00, 4.783571175797908914e+00, 1.170375764956367526e+00
1.059059059059059144e-01, -2.155824889440880188e-01, -1.610596935075743197e-01, 2.754391079429332923e+00, 2.704921142429058456e+00, 4.785551122277460934e+00, 1.163701522883782813e+00
1.061061061061061156e-01, -2.561501706692141944e-01, -1.963477884383762473e-01, 2.730561846206912335e+00, 2.675626054420457312e+00, 4.782803786236268451e+00, 1.152359987602442848e+00
1.063063063063063168e-01, -2.926701304406730819e-01, -2.285147181971923236e-01, 2.710819114500721216e+00, 2.646917627285529928e+00, 4.771775589562832209e+00, 1.132856458416831469e+00
1.065065065065065181e-01, -3.245652745851497212e-01, -2.570688699006922762e-01, 2.695460926427879933e+00, 2.619020299621637626e+00, 4.743893870627682752e+00, 1.096694133720942821e+00
1.067067067067067054e-01, -3.513315914331063827e-01, -2.815985942753398974e-01, 2.684687265515004473e+00, 2.592510307582046369e+00, 4.677634829362562918e+00, 1.022542231173612759e+00
1.069069069069069067e-01, -3.725461157839420334e-01, -3.017937498328197021e-01, 2.678576063717286182e+00, 2.568671672747743440e+00, 4.530293780291888339e+00, 8.681249084271981387e-01
1.071071071071071079e-01, -3.878736126630747405e-01, -3.174368237044973839e-01, 2.677088859724274794e+00, 2.549915494337308353e+00, 4.245198348696958668e+00, 5.775748414828765220e-01
1.073073073073073092e-01, -3.970718747534083271e-01, -3.282573149996567685e-01, 2.680227553314189493e+00, 2.539339882159477479e+00, 3.834622959030700162e+00, 1.642053099185356024e-01
1.075075075075075104e-01, -3.999955497902856205e-01, -3.338637879555331200e-01, 2.688144762526533338e+00, 2.538336315883880090e+00, 3.423066234536320085e+00, -2.470034596689217876e-01
1.077077077077077116e-01, -3.965984374389535660e-01, -3.340321373126422522e-01, 2.700873446340117390e+00, 2.545645407160125995e+00, 3.093244388077163620e+00, -5.737285734129869974e-01
1.079079079079079129e-01, -3.869342193589160317e-01, -3.288005720955552436e-01, 2.718201656300220037e+00, 2.559371598189321251e+00, 2.831371368143550171e+00, -8.303637283511722256e-01
1.081081081081081141e-01, -3.711556109186024410e-01, -3.183179423420328114e-01, 2.739806646563733405e+00, 2.578262862543132972e+00, 2.607417004588061360e+00, -1.047338350227127401e+00
1.083083083083083153e-01, -3.495119479650908856e-01, -3.027836467118924513e-01, 2.765320452326896383e+00, 2.601582647252101754e+00, 2.407315334594945178e+00, -1.238949953422033401e+00
1.085085085085085166e-01, -3.223452467830650314e-01, -2.824554730162098792e-01, 2.794330446512156119e+00, 2.628781790844298083e+00, 2.227826971676338808e+00, -1.408609200191677457e+00
1.087087087087087178e-01, -2.900847995041575533e-01, -2.576590058776267456e-01, 2.826375206797910433e+00, 2.659339190380404450e+00, 2.069551425160302216e+00, -1.555879922924704228e+00
1.089089089089089191e-01, -2.532403903707244885e-01, -2.287878933938802817e-01, 2.860947325270920771e+00, 2.692714227992790921e+00, 1.934087422826018310e+00, -1.679334500762536209e+00
1.091091091091091203e-01, -2.123942400517257190e-01, -1.962994345230548998e-01, 2.897499911161992792e+00, 2.728337858524326087e+00, 1.823016638056883965e+00, -1.777573129829664200e+00
1.093093093093093077e-01, -1.681918053076853492e-01, -1.607078530845855169e-01, 2.935454811482428816e+00, 2.765616292618569005e+00, 1.737688786875500657e+00, -1.849437571330740049e+00
1.095095095095095089e-01, -1.213315793898525619e-01, -1.225762348463868279e-01, 2.974211818022639786e+00, 2.803938211892998300e+00, 1.679098950052385186e+00, -1.894131500002008917e+00
1.097097097097097101e-01, -7.255405434905916329e-02, -8.250763253227566540e-02, 3.013158000653920698e+00, 2.842683275793679520e+00, 1.647869639485477267e+00, -1.911235648972769319e+00
1.099099099099099114e-01, -2.263001967351806892e-02, -4.113579741421420632e-02, 3.051677302536771386e+00, 2.881230875014012316e+00, 1.644206633182865307e+00, -1.900749099347031512e+00
1.101101101101101126e-01, 2.765161783791595523e-02, 8.850881626803752678e-04, 3.089160458833238643e+00, 2.918969814604996937e+00, 1.667889466070122895e+00, -1.863095573644894198e+00
1.103103103103103139e-01, 7.749630049475880744e-02, 4.289056190010388792e-02, 3.125014473055938602e+00, 2.955307547547809222e+00, 1.718271690853881539e+00, -1.799120089304610870e+00
1.105105105105105151e-01, 1.261163754302038198e-01, 8.421641689409183062e-02, 3.158672025178491882e+00, 2.989679485970951234e+00, 1.794282622127969962e+00, -1.710084079181187544e+00
1.107107107107107163e-01, 1.727435412053194841e-01, 1.242092027669497584e-01, 3.189600412500709137e+00, 3.021557932588909257e+00, 1.894436789172708080e+00, -1.597652905732950490e+00
1.109109109109109176e-01, 2.166409886192792733e-01, 1.622365069970783391e-01, 3.217309973611679030e+00, 3.050460613014761346e+00, 2.016856316771999058e+00, -1.463870561988499297e+00
1.111111111111111188e-01, 2.571150438746168110e-01, 1.976969880872336549e-01, 3.241361813080688048e+00, 3.075958526412686300e+00, 2.159288984248029841e+00, -1.311138892597224492e+00
1.113113113113113201e-01, 2.935261301106942833e-01, 2.300298118302738504e-01, 3.261374713720499141e+00, 3.097683165848514886e+00, 2.319147474323930425e+00, -1.142175822979234034e+00
1.115115115115115213e-01, 3.252988740894945385e-01, 2.587235340064214517e-01, 3.277031127722064507e+00, 3.115332689696566071e+00, 2.493529975213139238e+00, -9.599925586493590624e-01
1.117117117117117225e-01, 3.519311983265744348e-01, 2.833242585129602809e-01, 3.288082299079752246e+00, 3.128677807024536239e+00, 2.679292020474159930e+00, -7.678196317989718356e-01
1.119119119119119238e-01, 3.730022549918841079e-01, 3.034424247812012032e-01, 3.294351790396236268e+00, 3.137564957515754482e+00, 2.873037135420879462e+00, -5.691150220407971139e-01
1.121121121121121111e-01, 3.881790762079189716e-01, 3.187597359999249091e-01, 3.295739019542402559e+00, 3.141921187050897846e+00, 3.071209010908360071e+00, -3.674701801026978298e-01
1.123123123123123124e-01, 3.972218356561468822e-01, 3.290334541335083740e-01, 3.292220108221917574e+00, 3.141755252563177336e+00, 3.270162169474091662e+00, -1.665387976057218777e-01
1.125125125125125136e-01, 3.999876383470987729e-01, 3.341001468360491611e-01, 3.283848184232769363e+00, 3.137157585073295785e+00, 3.466195526827253293e+00, 2.999694139347486299e-02
1.127127127127127149e-01, 3.964327786676080101e-01, 3.338793101929655172e-01, 3.270753561999156567e+00, 3.128300210618872423e+00, 3.655595570192506472e+00, 2.184697115915778531e-01
1.129129129129129161e-01, 3.866134310232159366e-01, 3.283737348706879389e-01, 3.253140756945053447e+00, 3.115434033231917255e+00, 3.834855871415169482e+00, 3.954458604007733968e-01
1.131131131131131173e-01, 3.706847621621140454e-01, 3.176699867422160262e-01, 3.231285876316915662e+00, 3.098881692359339191e+00, 4.000697287053511353e+00, 5.577434286703110145e-01
1.133133133133133186e-01, 3.488984792077929331e-01, 3.019372628365739053e-01, 3.205532474869322357e+00, 3.079029893189415112e+00, 4.150309830609004713e+00, 7.026716622774851206e-01
1.135135135135135198e-01, 3.215988521467756933e-01, 2.814249195522205427e-01, 3.176286503863939625e+00, 3.056315156256531385e+00, 4.281540022593382844e+00, 8.282137898818887622e-01
1.137137137137137211e-01, 2.892172736246008680e-01, 2.564589364056761300e-01, 3.144010438795121321e+00, 3.031206319792713266e+00, 4.393128970239676079e+00, 9.332594302287504640e-01
1.139139139139139223e-01, 2.522654420170215572e-01, 2.274369702710845875e-01, 3.109216437130371880e+00, 3.004181522260881199e+00, 4.484900795532230866e+00, 1.017785469786610442e+00
1.141141141141141235e-01, 2.113272754984163171e-01, 1.948221556696558832e-01, 3.072458597979871975e+00, 2.975702985423249292e+00, 4.557827730973079028e+00, 1.082912825221107544e+00
1.143143143143143248e-01, 1.670496848825844260e-01, 1.591355220813536753e-01, 3.034324198713188370e+00, 2.946192632360925323e+00, 4.613902047166408060e+00, 1.130770251237905422e+00
1.145145145145145260e-01, 1.201323510446946075e-01, 1.209471834493946463e-01, 2.995424008875822608e+00, 2.916013265142673117e+00, 4.655808741460772282e+00, 1.164160690773952789e+00
1.147147147147147134e-01, 7.131666846319258124e-02, 8.086658074180953781e-02, 2.956381924222317714e+00, 2.885458848955867683e+00, 4.686480274313987060e+00, 1.186112643131961519e+00
1.149149149149149146e-01, 2.137402959722193782e-02, 3.953218246480320885e-02, 2.917824331065014043e+00, 2.854754908801743429e+00, 4.708674037581386251e+00, 1.199457590907339721e+00
1.151151151151151159e-01, -2.890636476823342862e-02, -2.399012935087860288e-03, 2.880369570142873759e+00, 2.824066939627560391e+00, 4.724682619941976469e+00, 1.206542879499262755e+00
1.153153153153153171e-01, -7.872997658708402735e-02, -4.426196297500782639e-02, 2.844617801138776159e+00, 2.793513240075293780e+00, 4.736220425261915778e+00, 1.209122440037390112e+00
1.155155155155155183e-01, -1.273094859569229298e-01, -8.539413975580001370e-02, 2.811141174323964709e+00, 2.763178428901187367e+00, 4.744288258151425630e+00, 1.208225717492936724e+00
1.157157157157157196e-01, -1.738772324617607334e-01, -1.251456925080781657e-01, 2.780474853342519204e+00, 2.733136293500534109e+00, 4.749397279643277514e+00, 1.204389174997587464e+00
1.159159159159159208e-01, -2.176973458526318961e-01, -1.628899571636701349e-01, 2.753108059849951328e+00, 2.703444129728857614e+00, 4.751360562239955954e+00, 1.197445832443363223e+00
1.161161161161161220e-01, -2.580773743754801175e-01, -1.980344662783467269e-01, 2.729474885216730762e+00, 2.674182379845107871e+00, 4.748523947774868859e+00, 1.185769302326112884e+00
1.163163163163163233e-01, -2.943792269936421624e-01, -2.300319636390333600e-01, 2.709945101611183293e+00, 2.645495321699251168e+00, 4.736991371955694419e+00, 1.165512645299407790e+00
1.165165165165165245e-01, -3.260292565945074883e-01, -2.583941827502557187e-01, 2.694812016581261016e+00, 2.617650578465139155e+00, 4.707813373858747319e+00, 1.127816666945840485e+00
1.167167167167167258e-01, -3.525273248439237950e-01, -2.827133516383624201e-01, 2.684270889720556497e+00, 2.591243833990239498e+00, 4.638997908040975560e+00, 1.050888856612368416e+00
1.169169169169169270e-01, -3.734547054443403957e-01, -3.026856148927168366e-01, 2.678392514703458627e+00, 2.567587576161286300e+00, 4.486177216583011607e+00, 8.907997422703510804e-01
1.171171171171171282e-01, -3.884807009081512330e-01, -3.180953842225540118e-01, 2.677135116327960862e+00, 2.549169299246638598e+00, 4.193520784884718466e+00, 5.925494248033623679e-01
1.173173173173173295e-01, -3.973678682871243373e-01, -3.286645813265287042e-01, 2.680508566084245814e+00, 2.539064192951728138e+00, 3.779591909576590414e+00, 1.757328516926565665e-01
1.175175175175175168e-01, -3.999757712801175202e-01, -3.340018658220686443e-01, 2.688667876486884101e+00, 2.538521374906267614e+00, 3.371297546665866118e+00, -2.323082432327508995e-01
1.177177177177177181e-01, -3.962631994277725500e-01, -3.338978082900700417e-01, 2.701633061013352322e+00, 2.546192741987141961e+00, 3.045771956669378167e+00, -5.548623612909623359e-01
1.179179179179179193e-01, -3.862888193261421743e-01, -3.283997056812784643e-01, 2.719183221211250334e+00, 2.560200932819927111e+00, 2.786512337538597617e+00, -8.090341822708221331e-01
1.181181181181181206e-01, -3.702102475686703809e-01, -3.176593081890988213e-01, 2.740992752310051461e+00, 2.579328646785608914e+00, 2.564091307760448579e+00, -1.024639042137794664e+00
1.183183183183183218e-01, -3.482815600660511546e-01, -3.018786580730201674e-01, 2.766691563303030232e+00, 2.602854835104031039e+00, 2.365163769650543646e+00, -1.215248566762759941e+00
1.185185185185185230e-01, -3.208492771020157175e-01, -2.813187777368496012e-01, 2.795864643151940054e+00, 2.630234250914173622e+00, 2.186818384254866299e+00, -1.383944151737716233e+00
1.187187187187187243e-01, -2.883468875698335654e-01, -2.563086653770588752e-01, 2.828048189998498607e+00, 2.660945646639721662e+00, 2.029770864396773344e+00, -1.530173542630371530e+00
1.189189189189189255e-01, -2.512879989182538742e-01, -2.272453189906686322e-01, 2.862732617292349513e+00, 2.694446859361539826e+00, 1.895607684951481575e+00, -1.652521951993634497e+00
1.191191191191191268e-01, -2.102582210525270057e-01, -1.945890634881730086e-01, 2.899369252239772266e+00, 2.730167494377759407e+00, 1.785915595828263758e+00, -1.749585018564085992e+00
1.193193193193193280e-01, -1.659059124421584652e-01, -1.588567408254340507e-01, 2.937378674454465433e+00, 2.767512724959980464e+00, 1.702020022949470412e+00, -1.820229214647217209e+00
1.195195195195195292e-01, -1.189319346668666899e-01, -1.206136211473758379e-01, 2.976159720535768827e+00, 2.805870563186626754e+00, 1.644908281608693734e+00, -1.863666273421734187e+00
1.197197197197197305e-01, -7.007857730074205926e-02, -8.046463903383439809e-02, 3.015099243123385175e+00, 2.844620506666826198e+00, 1.615173816310701227e+00, -1.879506143656884953e+00
1.199199199199199317e-01, -2.011782814534327987e-02, -3.904468214971694440e-02, 3.053581120485934886e+00, 2.883142088018109561e+00, 1.613004516281605349e+00, -1.867765811404812792e+00
1.201201201201201191e-01, 3.016082583296142428e-02, 2.991268779814676426e-03, 3.090996649067613955e+00, 2.920824770597279851e+00, 1.638158969197723414e+00, -1.828889807460455819e+00
1.203203203203203203e-01, 7.996287408992025503e-02, 4.497850335237130182e-02, 3.126754065835129826e+00, 2.957077343132264335e+00, 1.689967918205542041e+00, -1.763745602979082783e+00
1.205205205205205216e-01, 1.285013374736590497e-01, 8.625308742738641010e-02, 3.160287545943508025e+00, 2.991336853922745398e+00, 1.767341135759427972e+00, -1.673613703977029576e+00
1.207207207207207228e-01, 1.750092041827610301e-01, 1.261623690651956786e-01, 3.191066200401921016e+00, 3.023077545040818936e+00, 1.868774297459358191e+00, -1.560177745832410867e+00
1.209209209209209240e-01, 2.187515501974530707e-01, 1.640753503678732128e-01, 3.218602850500444035e+00, 3.051819666653238894e+00, 1.992362322050707846e+00, -1.425508156293692430e+00
1.211211211211211253e-01, 2.590371526549576919e-01, 1.993923971617265478e-01, 3.242461329781622048e+00, 3.077137243791162824e+00, 2.135852572206338618e+00, -1.272006257946964203e+00
1.213213213213213265e-01, 2.952294126529378948e-01, 2.315548719388729748e-01, 3.262263286429484044e+00, 3.098664577382457264e+00, 2.296621507586032784e+00, -1.102425312394935908e+00
1.215215215215215278e-01, 3.267564148771626709e-01, 2.600542726514257774e-01, 3.277694797552356931e+00, 3.116103723083389010e+00, 2.471761310883135998e+00, -9.197812855698567214e-01
1.217217217217217290e-01, 3.531199650898498299e-01, 2.844396250600198517e-01, 3.288510536802603745e+00, 3.129228938067381005e+00, 2.658112823299959793e+00, -7.273182623075223896e-01
1.219219219219219302e-01, 3.739034626668610861e-01, 3.043246865789065447e-01, 3.294537665016659123e+00, 3.137890752165246600e+00, 2.852286965840008293e+00, -5.284854939404474150e-01
1.221221221221221315e-01, 3.887784837808946348e-01, 3.193949311501482202e-01, 3.295679502585467269e+00, 3.142019963267278282e+00, 3.050698539728561087e+00, -3.269020918226679395e-01
1.223223223223223327e-01, 3.975099712021700205e-01, 3.294113808802989207e-01, 3.291915911728573452e+00, 3.141629503829435954e+00, 3.249713227500161228e+00, -1.262092102541673144e-01
1.225225225225225339e-01, 3.999599487066995973e-01, 3.342149777786074805e-01, 3.283304198062902302e+00, 3.136813935068237136e+00, 3.445600244640421472e+00, 6.988263801581323653e-02
1.227227227227227352e-01, 3.960897013964789215e-01, 3.337291807661504350e-01, 3.269978235152746660e+00, 3.127749744162909185e+00, 3.634691304362879016e+00, 2.577528483548227056e-01
1.229229229229229226e-01, 3.859603874778953503e-01, 3.279609244170095805e-01, 3.252146167072746064e+00, 3.114691015139180230e+00, 3.813470500110991424e+00, 4.339593678858295611e-01
1.231231231231231238e-01, 3.697320718309238807e-01, 3.170010393990342346e-01, 3.230087666915215205e+00, 3.097964049158943300e+00, 3.978672504232248386e+00, 5.953353006586783458e-01
1.233233233233233250e-01, 3.476611966407985865e-01, 3.010227509813654945e-01, 3.204149495846661200e+00, 3.077958331465648456e+00, 4.127520948934643386e+00, 7.392244733679995683e-01
1.235235235235235263e-01, 3.200965290616131220e-01, 2.802793698072141848e-01, 3.174740596981097784e+00, 3.055112599216740499e+00, 4.257900609548483928e+00, 8.636491539558982522e-01
1.237237237237237275e-01, 2.874736499474134233e-01, 2.551005742734411275e-01, 3.142326091605171623e+00, 3.029896608236798183e+00, 4.368603553130962602e+00, 9.675502790085974691e-01
1.239239239239239287e-01, 2.503080707407220884e-01, 2.258874441078191631e-01, 3.107420418538417106e+00, 3.002788429766078515e+00, 4.459508658831582650e+00, 1.050959525837680708e+00
1.241241241241241300e-01, 2.091870872863178799e-01, 1.931062302615605131e-01, 3.070579579597894071e+00, 2.974248707168297035e+00, 4.531649833760160284e+00, 1.115059019796287965e+00
1.243243243243243312e-01, 1.647604992975959526e-01, 1.572805926776270624e-01, 3.032392221600882287e+00, 2.944696823371740102e+00, 4.587054284275080107e+00, 1.162011661761522818e+00
1.245245245245245325e-01, 1.177303421277084150e-01, 1.189828789876510584e-01, 2.993470065966175042e+00, 2.914492373981101725e+00, 4.628433374934491695e+00, 1.194645746835577782e+00
1.247247247247247337e-01, 6.883979310566555598e-02, 7.882424939273911801e-02, 2.954437281012919581e+00, 2.883925504809706997e+00, 4.658731606586164808e+00, 1.216000575468100253e+00
1.249249249249249349e-01, 1.886142774091691121e-02, 3.744430060762768409e-02, 2.915920332756265054e+00, 2.853218942170634875e+00, 4.680684227927559782e+00, 1.228884612863524017e+00
1.251251251251251362e-01, -3.141498862627079003e-02, -4.499326641974277230e-03, 2.878536706645804522e+00, 2.822535256764569844e+00, 4.696531161523236797e+00, 1.235591575910057527e+00
1.253253253253253374e-01, -8.119498081070505857e-02, -4.634144032934711666e-02, 2.842885297574418324e+00, 2.791990949817411583e+00, 4.707954774942435527e+00, 1.237842765950108337e+00
1.255255255255255387e-01, -1.296919181937520038e-01, -8.741980010958319558e-02, 2.809536842049924044e+00, 2.761670688935217388e+00, 4.716019961960470575e+00, 1.236731765633538593e+00
1.257257257257257399e-01, -1.761394451738489964e-01, -1.270856183185869737e-01, 2.779024298427876793e+00, 2.731645352930808457e+00, 4.721105722606196764e+00, 1.232661910866386767e+00
1.259259259259259411e-01, -2.198035912283263227e-01, -1.647135900503345907e-01, 2.751834576574382130e+00, 2.701961276438049175e+00, 4.723012839685344133e+00, 1.225450263779096494e+00
1.261261261261261424e-01, -2.599943692214603530e-01, -1.997137406921520864e-01, 2.728397965840311024e+00, 2.672724055813437083e+00, 4.719706515621425069e+00, 1.213098163035811528e+00
1.263263263263263436e-01, -2.960766786807811357e-01, -2.315402170802169368e-01, 2.709081736088147174e+00, 2.644091774499550240e+00, 4.707832843099708953e+00, 1.192305523551763891e+00
1.265265265265265449e-01, -3.274803417463330035e-01, -2.597087675261967599e-01, 2.694175055209556024e+00, 2.616295078815846775e+00, 4.677716952891785240e+00, 1.153475359739896788e+00
1.267267267267267461e-01, -3.537091132035141139e-01, -2.838173092447732193e-01, 2.683866261112713314e+00, 2.589973886006797787e+00, 4.605824903160398165e+00, 1.073287941731732476e+00
1.269269269269269196e-01, -3.743485222215242048e-01, -3.035662313768201503e-01, 2.678220372793671089e+00, 2.566515843986890921e+00, 4.447302497609094907e+00, 9.073524679286641970e-01
1.271271271271271208e-01, -3.890724218812631197e-01, -3.187419027254136394e-01, 2.677192887970299306e+00, 2.548444019594335419e+00, 4.147161320050148703e+00, 6.015230847354200439e-01
1.273273273273273221e-01, -3.976481429959756175e-01, -3.290587277471033190e-01, 2.680801574461358250e+00, 2.538812904476680288e+00, 3.730228550843763813e+00, 1.816521810635180478e-01
1.275275275275275233e-01, -3.999401707833202813e-01, -3.341262803619511335e-01, 2.689203062550906242e+00, 2.538727023359933277e+00, 3.325379991809890079e+00, -2.229972420661797683e-01
1.277277277277277245e-01, -3.959122862895134154e-01, -3.337499803825820788e-01, 2.702404152717020391e+00, 2.546755719048282796e+00, 3.004063903946346148e+00, -5.414271055036662394e-01
1.279279279279279258e-01, -3.856281387264609561e-01, -3.279857051851226557e-01, 2.720175457489704129e+00, 2.561043179905425848e+00, 2.747330761808483235e+00, -7.931819357138338855e-01
1.281281281281281270e-01, -3.692502396777246343e-01, -3.169880774604285634e-01, 2.742188573394842788e+00, 2.580405381078622273e+00, 2.526371572111246078e+00, -1.007447850614699769e+00
1.283283283283283283e-01, -3.470373950670413432e-01, -3.009617344115096960e-01, 2.768071347576083863e+00, 2.604136489364127893e+00, 2.328586247105315810e+00, -1.197046538352133371e+00
1.285285285285285295e-01, -3.193406154697613353e-01, -2.801709176841005178e-01, 2.797406396233022008e+00, 2.631695190481698088e+00, 2.151394244116514809e+00, -1.364727371661821564e+00
1.287287287287287307e-01, -2.865975693931138157e-01, -2.549481979901791484e-01, 2.829727418549782936e+00, 2.662558986537174377e+00, 1.995534591260721413e+00, -1.509915260606195186e+00
1.289289289289289320e-01, -2.493256671752847042e-01, -2.256937544489881209e-01, 2.864522780231670396e+00, 2.696185043818029925e+00, 1.862668658883228412e+00, -1.631120814179258804e+00
1.291291291291291332e-01, -2.081138847926314872e-01, -1.928709946036191170e-01, 2.901242055856343427e+00, 2.732001197945089999e+00, 1.754332793661951939e+00, -1.726990734873403266e+00
1.293293293293293345e-01, -1.636134567762952685e-01, -1.569993158000293487e-01, 2.939304477711922825e+00, 2.769411733309524948e+00, 1.671857894504292785e+00, -1.796386386363304055e+00
1.295295295295295357e-01, -1.165275853102179515e-01, -1.186462831012136399e-01, 2.978108091043289996e+00, 2.807803957090978741e+00, 1.616203019191780221e+00, -1.838548077633438416e+00
1.297297297297297369e-01, -6.760032812873544017e-02, -7.841844374415668506e-02, 3.017039268132695184e+00, 2.846557087703194711e+00, 1.587941902676184736e+00, -1.853105625009362267e+00
1.299299299299299382e-01, -1.760484080895082307e-02, -3.695199612116266408e-02, 3.055482183100881599e+00, 2.885051111311106808e+00, 1.587247679153572566e+00, -1.840090711320728989e+00
1.301301301301301394e-01, 3.266884074528775966e-02, 5.097324961053723014e-03, 3.092828769998530181e+00, 2.922676213977635218e+00, 1.613851207718881131e+00, -1.799975436826566799e+00
1.303303303303303406e-01, 8.242628456467968046e-02, 4.706462790312181121e-02, 3.128488155678252003e+00, 2.958842224956047762e+00, 1.667065692058739890e+00, -1.733644530822176177e+00
1.305305305305305419e-01, 1.308812163431089248e-01, 8.828632074649234163e-02, 3.161896120540107269e+00, 2.992987877052903478e+00, 1.745777503457730973e+00, -1.642401417046778445e+00
1.307307307307307431e-01, 1.772679442576536590e-01, 1.281105732673248343e-01, 3.192523877253468978e+00, 3.024589632062997246e+00, 1.848462479687931204e+00, -1.527948909516696707e+00
1.309309309309309444e-01, 2.208534585412290641e-01, 1.659076709363404289e-01, 3.219886525021191215e+00, 3.053170200293362946e+00, 1.973201567535561640e+00, -1.392370653587341689e+00
