t, x, y, z, e_y1, e_y2, e_y3, p0, p1, p2, p3, norm_P
2.702702702702702631e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.511272865732547960e-02, -9.996800486133665675e-01, -3.025105578394400238e-03, -3.973504477293040259e-03, 9.779512080174274091e-01, 1.198103872384785260e-02, 1.985977724524527477e-01, 9.979924721722880365e-01
2.712712712712712637e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.137916417208563652e-02, -9.997457861305218962e-01, -7.162014630533220655e-03, -4.623150155116609143e-03, 9.924720881346339452e-01, 1.025246352286806988e-02, 9.995832430705015037e-02, 9.975565141134804525e-01
2.722722722722722644e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.739306960506178598e-02, -9.997975751630363561e-01, -1.011384337555699259e-02, -5.045710316944419620e-03, 9.970608023813579690e-01, 8.670024896385797319e-03, 3.612051093328516593e-04, 9.971113291096410647e-01
2.732732732732732650e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.338215738162732392e-02, -9.998387900947944829e-01, -1.197128587875845480e-02, -5.273288024525415660e-03, 9.918387897809121112e-01, 7.230986458880973161e-03, -9.922613502841337585e-02, 9.968300283992749256e-01
2.742742742742742657e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 9.540521728253910025e-03, -9.998717982888960520e-01, -1.285944912047583787e-02, -5.337986339608544704e-03, 9.769274893566087803e-01, 5.932611824833526962e-03, -1.978362459939022600e-01, 9.967899426011443964e-01
2.752752752752752663e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 6.021803091323129666e-03, -9.998982502153612728e-01, -1.293163190737177913e-02, -5.271908323942755062e-03, 9.524483401317603848e-01, 4.772164608723398690e-03, -2.945016776748478060e-01, 9.969652177209966659e-01
2.762762762762762669e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.933717937747760268e-03, -9.999193087150983761e-01, -1.235999020149829847e-02, -5.107157039276994173e-03, 9.185227811296794442e-01, 3.746908425030519643e-03, -3.882549799589640749e-01, 9.972292370828815811e-01
2.772772772772772676e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.359191640867102637e-04, -9.999358557850626106e-01, -1.132128410165436638e-02, -4.874601381247534518e-03, 8.753000434448574563e-01, 2.853921731222331531e-03, -4.781816525711579668e-01, 9.974165456408505825e-01
2.782782782782782682e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.742599417782832475e-03, -9.999492207229470075e-01, -9.925690043500372609e-03, -4.578500406993834572e-03, 8.235009624935131223e-01, 2.081942837340095519e-03, -5.640728481723149557e-01, 9.981769935361788360e-01
2.792792792792792689e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -3.326833140523127383e-03, -9.999594272103906611e-01, -8.371147730298358902e-03, -4.264235629971912210e-03, 7.630131601023218968e-01, 1.424469999293586937e-03, -6.435556801907329483e-01, 9.981849572175365282e-01
2.802802802802802695e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -4.447265242069381626e-03, -9.999673328536322625e-01, -6.749448678150859159e-03, -3.937000225294503067e-03, 6.946975646587778552e-01, 8.721750850455506701e-04, -7.161808678277836737e-01, 9.977655047382362197e-01
2.812812812812812702e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -5.143535225842905435e-03, -9.999735584079838535e-01, -5.140674105120445793e-03, -3.601987368074343211e-03, 6.194151045503755171e-01, 4.157299625587290021e-04, -7.814991302848390831e-01, 9.972106645666772851e-01
2.822822822822822708e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -5.464234929060092852e-03, -9.999785440041042417e-01, -3.612986032618430415e-03, -3.264390233424166975e-03, 5.380267081646089578e-01, 4.580649979586855214e-05, -8.390611867632711274e-01, 9.967482491446201243e-01
2.832832832832832715e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -5.465969510867095364e-03, -9.999825943075706380e-01, -2.221319249215661807e-03, -2.929401996456711295e-03, 4.513933038889725302e-01, -2.469234352802896978e-04, -8.884177564644515357e-01, 9.965192758619230151e-01
2.842842842842842721e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -5.211326320165522198e-03, -9.999859151681862457e-01, -1.005755054337812782e-03, -2.602215832284710938e-03, 3.603758201109603654e-01, -4.717879747069991282e-04, -9.291195585897522591e-01, 9.965645387960552215e-01
2.852852852852852727e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -4.765811869873598505e-03, -9.999886434072426944e-01, 9.683153375290575344e-06, -2.288024916020902407e-03, 2.658351852180668162e-01, -6.381152505215161551e-04, -9.607173123405448045e-01, 9.968208174892080331e-01
2.862862862862862734e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -4.194146239798348871e-03, -9.999908705539035658e-01, 8.172797350409873518e-04, -1.992022422778019167e-03, 1.686323275977861247e-01, -7.552333947610971945e-04, -9.827617369182015672e-01, 9.971268886116455565e-01
2.872872872872872740e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -3.552372915807070191e-03, -9.999926791699937922e-01, 1.422059451805785316e-03, -1.718036398160080686e-03, 6.947247727677821616e-02, -8.309223622480118579e-04, -9.950684501873198196e-01, 9.974925000912059359e-01
2.882882882882882747e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.878936012385219928e-03, -9.999941765684510209e-01, 1.832636522118060059e-03, -1.464569434795114609e-03, -3.084421227172709501e-02, -8.699061965124168421e-04, -9.978006105405845538e-01, 9.982786812940795951e-01
2.892892892892892753e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.225732728210124810e-03, -9.999953568124122505e-01, 2.081458008102388558e-03, -1.237118578742694118e-03, -1.303944940938272234e-01, -8.849060137390857977e-04, -9.897058714408860647e-01, 9.982598607454773454e-01
2.902902902902902760e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.614638103235725795e-03, -9.999962998115858870e-01, 2.189362220354382563e-03, -1.034109691226331017e-03, -2.283507288237481558e-01, -8.788966182193592731e-04, -9.712845833577508081e-01, 9.977673271183495896e-01
2.912912912912912766e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.063041871522678490e-03, -9.999970629585424042e-01, 2.178076277093343206e-03, -8.539686334695377641e-04, -3.238852770957157956e-01, -8.548528142445778162e-04, -9.430370967607051291e-01, 9.971068641935973975e-01
2.922922922922922773e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -5.838825681316753627e-04, -9.999976866726318914e-01, 2.070200601715722292e-03, -6.951212666958257302e-04, -4.161704995439560184e-01, -8.157494061060820839e-04, -9.054637621192751507e-01, 9.965257938671362448e-01
2.932932932932932779e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.854229116539194571e-04, -9.999981989312594077e-01, 1.888849539008807376e-03, -5.559934521287071552e-04, -5.043787568026948387e-01, -7.645611980952127327e-04, -8.590649299029873287e-01, 9.961884248402010922e-01
2.942942942942942786e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.289599347482590984e-04, -9.999986189733887088e-01, 1.656931094027705269e-03, -4.350110509916942786e-04, -5.876824095061583542e-01, -7.042629945033104192e-04, -8.043409505813677862e-01, 9.961604611939194331e-01
2.952952952952952792e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.607549365134806655e-04, -9.999989602877910055e-01, 1.396165897311066805e-03, -3.305999245082991232e-04, -6.652538182885721074e-01, -6.378295996217158001e-04, -7.417921746239430902e-01, 9.964029251280583921e-01
2.962962962962962798e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 5.159515151452833716e-04, -9.999992329365359200e-01, 1.126019703895661181e-03, -2.411859339020337115e-04, -7.362653437841624182e-01, -5.682358177417693151e-04, -6.719189525002393637e-01, 9.967758605871377409e-01
2.972972972972972805e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 6.043230400529432016e-04, -9.999994452371687714e-01, 8.627392524149255035e-04, -1.651949403964096327e-04, -7.998893466271551622e-01, -4.984564531548118377e-04, -5.952216346797827295e-01, 9.970516721748647893e-01
2.982982982982982811e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 6.331831512688834316e-04, -9.999996096318546357e-01, 6.162915174252355096e-04, -1.016891906494728475e-04, -8.563151501260408693e-01, -4.289564093531318808e-04, -5.122710877771443627e-01, 9.978464300943584719e-01
2.992992992992992818e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 6.167518414303315702e-04, -9.999997312927384474e-01, 3.962721502298120193e-04, -4.825331288104023634e-05, -9.035994704611969297e-01, -3.626779527767738697e-04, -4.241003832327585599e-01, 9.981749706036551206e-01
3.003003003003002824e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 5.662630154793396077e-04, -9.999998182113674083e-01, 2.071797049278527336e-04, -3.576222542661742360e-06, -9.411271433051991986e-01, -3.008236303923889814e-04, -3.317009839594765586e-01, 9.978706996064850010e-01
3.013013013013012831e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 4.901213238458490551e-04, -9.999998785978632121e-01, 5.084630403523346604e-05, 3.321103009189257807e-05, -9.689196845434266958e-01, -2.434449846436041959e-04, -2.360395995631041632e-01, 9.972562900408685760e-01
3.023023023023022837e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.963050804993647233e-04, -9.999999188668746708e-01, -7.217012582253639914e-05, 6.297739474885266859e-05, -9.869986100612586633e-01, -1.905935579740464930e-04, -1.380829396494467343e-01, 9.966108542340615939e-01
3.033033033033032844e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.922988620719636451e-04, -9.999999440623779101e-01, -1.625934075902317141e-04, 8.659182115444837794e-05, -9.953854357440742318e-01, -1.423208928273428527e-04, -3.879771382431007609e-02, 9.961412831736237150e-01
3.043043043043042850e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.849142181512807839e-04, -9.999999581702001539e-01, -2.224102745781309908e-04, 1.049232590349097175e-04, -9.941016774772525322e-01, -9.867853164712030905e-05, 6.084936830650022888e-02, 9.959622540702686155e-01
3.053053053053052857e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 8.004801154450224177e-05, -9.999999643426986662e-01, -2.547683606095669444e-04, 1.188406581164665903e-04, -9.831688511461728064e-01, -5.971801687700570641e-05, 1.598915971371783762e-01, 9.960855035530365997e-01
3.063063063063062863e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.755912889722604879e-05, -9.999999650586306466e-01, -2.637696236872716024e-04, 1.292129681253487909e-04, -9.626084726362141852e-01, -2.549089096062621441e-05, 2.573622630619190055e-01, 9.964187991929669419e-01
3.073073073073072869e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.045064889514214573e-04, -9.999999622373481056e-01, -2.541725706065148293e-04, 1.369091387877864390e-04, -9.324420578327556886e-01, 3.951303658391376768e-06, 3.522946564749162013e-01, 9.967746660885239418e-01
3.083083083083082876e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.787885396699280050e-04, -9.999999574465807672e-01, -2.305243897369364803e-04, 1.426085688421677199e-04, -8.928705548165408734e-01, 2.863685521461627550e-05, 4.440368045919184659e-01, 9.971893163526535098e-01
3.093093093093092882e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.394488682204582981e-04, -9.999999520792732799e-01, -1.962286717644011913e-04, 1.465239280503300996e-04, -8.444086878864603962e-01, 4.891433685251834486e-05, 5.318490530997022070e-01, 9.979426192537611540e-01
3.103103103103102889e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.867524495019307756e-04, -9.999999466380409263e-01, -1.565150086585823162e-04, 1.495555697992053507e-04, -7.870110731434878382e-01, 6.482511789750008871e-05, 6.135329863649334747e-01, 9.979023906061667004e-01
3.113113113113112895e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -3.213586459803551942e-04, -9.999999418694174302e-01, -1.139727250294697965e-04, 1.517650925498931181e-04, -7.215264863761476910e-01, 7.669211333653403622e-05, 6.886257432696948344e-01, 9.973995757721036970e-01
3.123123123123122902e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -3.441916350965314479e-04, -9.999999382536988168e-01, -7.088523260994185685e-05, 1.532140947634931007e-04, -6.488037033729643355e-01, 8.483823815659273016e-05, 7.566644626960686848e-01, 9.967383735412664869e-01
3.133133133133132908e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -3.564377035766368683e-04, -9.999999360488698308e-01, -2.923044781940827119e-05, 1.539641749011049160e-04, -5.696914999224624854e-01, 8.958640734464868617e-05, 8.171862835261374247e-01, 9.961635703025166766e-01
3.143143143143142915e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -3.595266490026486467e-04, -9.999999353265509594e-01, 9.353201836233544737e-06, 1.540769314238282360e-04, -4.850386518131665214e-01, 9.125953588767447410e-05, 8.697283446419835640e-01, 9.958362914126110965e-01
3.153153153153152921e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -3.550843989690194739e-04, -9.999999360064117937e-01, 4.361470443960547004e-05, 1.536139627927627597e-04, -3.956939348336008244e-01, 9.018053877264254183e-05, 9.138277849256895013e-01, 9.958187296371108221e-01
3.163163163163162928e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -3.448555724629103316e-04, -9.999999378923827287e-01, 7.273145662721906064e-05, 1.526368674690081046e-04, -3.025061247722902191e-01, 8.667233098652551342e-05, 9.490217432593377467e-01, 9.960683990137660926e-01
3.173173173173172934e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -3.306046011710534437e-04, -9.999999407108648430e-01, 9.632686238234120966e-05, 1.512072439136639696e-04, -2.063239974177587532e-01, 8.105782751629582320e-05, 9.748473585250108098e-01, 9.964421677988323234e-01
3.183183183183182940e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -3.140099950680498445e-04, -9.999999441487523733e-01, 1.144561719789574455e-04, 1.493866905878299726e-04, -1.079963285585314736e-01, 7.365994334892608168e-05, 9.908417696047908674e-01, 9.967099112168226194e-01
3.193193193193192947e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.961378470114048355e-04, -9.999999480564984999e-01, 1.272374797081742947e-04, 1.471946155867427002e-04, -7.910044231507401546e-03, 6.463053440451952054e-05, 9.974938380932532045e-01, 9.975252135545820131e-01
3.203203203203202953e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.783716100464486546e-04, -9.999999520909874651e-01, 1.353782467651378819e-04, 1.445198218368914987e-04, 9.201234548604243779e-02, 5.444743261708889006e-05, 9.935753387034769180e-01, 9.978267631468268339e-01
3.213213213213213404e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.615254759556385903e-04, -9.999999560674133203e-01, 1.395334978063423519e-04, 1.413330918206107090e-04, 1.906469255427921117e-01, 4.338043175219456489e-05, 9.791189333635592629e-01, 9.975069712773027009e-01
3.223223223223223410e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.461115271941236721e-04, -9.999999598767577158e-01, 1.402697372631795921e-04, 1.376133191957747907e-04, 2.871696569189420845e-01, 3.161496126424922229e-05, 9.546298916700611814e-01, 9.968874870625406004e-01
3.233233233233233417e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.325259842526230896e-04, -9.999999634192300313e-01, 1.381781636789459436e-04, 1.333393976202577424e-04, 3.807565005947061154e-01, 1.933645060766406911e-05, 9.206134832195418394e-01, 9.962453093410464922e-01
3.243243243243243423e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.210449799893050035e-04, -9.999999666090002570e-01, 1.338697699481063315e-04, 1.284902207519337798e-04, 4.705834175502938699e-01, 6.730329236850779722e-06, 8.775749776085608467e-01, 9.957844198183734008e-01
3.253253253253253430e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.118176495300021526e-04, -9.999999693796963740e-01, 1.279605020144204729e-04, 1.230446822486770371e-04, 5.558263687659142915e-01, -6.017973393778917272e-06, 8.260196444336777022e-01, 9.956161009053898781e-01
3.263263263263263436e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.048630976784776179e-04, -9.999999716892586932e-01, 1.210478931450389062e-04, 1.169816757683616757e-04, 6.356613152217771567e-01, -1.872302782981335426e-05, 7.664527532914520158e-01, 9.957485348885989351e-01
3.273273273273273443e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.000756185990696441e-04, -9.999999735229443409e-01, 1.136831439170967888e-04, 1.102800949688618977e-04, 7.092642178980915757e-01, -3.119940461684088395e-05, 6.993795737784435085e-01, 9.960861067920839806e-01
3.283283283283283449e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.972396228409920385e-04, -9.999999748937669075e-01, 1.063437667070009151e-04, 1.029188335080518507e-04, 7.758110377750671027e-01, -4.326167430044976421e-05, 6.253053754912115680e-01, 9.964384534007558747e-01
3.293293293293293456e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.961026835968744198e-04, -9.999999758322775101e-01, 9.939407614614248260e-05, 9.490352033427644843e-05, 8.348933373333898844e-01, -5.479080024117206302e-05, 5.447329147709407682e-01, 9.968855727550883783e-01
3.303303303303303462e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.964354771208320861e-04, -9.999999763748661508e-01, 9.307723152739334370e-05, 8.626597048253380087e-05, 8.860006957478617773e-01, -6.568308208521479296e-05, 4.584988839875692168e-01, 9.976063708896543147e-01
3.313313313313313468e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.978282138932966196e-04, -9.999999765957376940e-01, 8.759293104904181614e-05, 7.698056158398487953e-05, 9.273177685642959300e-01, -7.562235359787817970e-05, 3.676656558357443982e-01, 9.975451318215835528e-01
3.323323323323323475e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.000517920546596520e-04, -9.999999765428229104e-01, 8.302791095034606987e-05, 6.713357853063909426e-05, 9.588721280670038372e-01, -8.457046197509786377e-05, 2.731992813624231076e-01, 9.970324051803780563e-01
3.333333333333333481e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.028818202353223419e-04, -9.999999762644553591e-01, 7.943585819719635943e-05, 5.681130621450581426e-05, 9.806913465402974373e-01, -9.248925441280951955e-05, 1.760658116145619734e-01, 9.963707638124991162e-01
3.343343343343343488e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.060985734015780544e-04, -9.999999758098199187e-01, 7.683578510677313740e-05, 4.610002952759444263e-05, 9.928029962684883358e-01, -9.934057810694882145e-05, 7.723129763911767975e-02, 9.958024275570295236e-01
3.353353353353353494e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.094907955966294046e-04, -9.999999752285222421e-01, 7.521011770793190911e-05, 3.508603336191436889e-05, 9.952346495358883605e-01, -1.050862802534514032e-04, -2.233820951695297818e-02, 9.954853165744845800e-01
3.363363363363363501e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.128623358628836974e-04, -9.999999745693444186e-01, 7.450460364805743343e-05, 2.385560260947499614e-05, 9.880138786268091167e-01, -1.096882080482529528e-04, -1.216766588066937604e-01, 9.954780993362659647e-01
3.373373373373373507e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.160399285225920486e-04, -9.999999738784624004e-01, 7.463125817274146991e-05, 1.249502216228571389e-05, 9.711682558255623210e-01, -1.131082086872890768e-04, -2.198179991831472613e-01, 9.957347773567715166e-01
3.383383383383383514e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.188802179833496510e-04, -9.999999731975233175e-01, 7.547451771738994375e-05, 1.090576912355932016e-06, 9.447253534164596900e-01, -1.153081293664954767e-04, -3.157961795993573517e-01, 9.961090471100834121e-01
3.393393393393393520e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.212744370210430070e-04, -9.999999725620216662e-01, 7.689980090973524409e-05, -1.027144824830496673e-05, 9.087127436838131622e-01, -1.162498172818077999e-04, -4.086451490083671256e-01, 9.963682662354098607e-01
3.403403403403403527e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.230911090289840789e-04, -9.999999720102632494e-01, 7.880247782640716666e-05, -2.154981851434990586e-05, 8.637751072041358613e-01, -1.159840810432689987e-04, -4.983042831327695876e-01, 9.972033936618354133e-01
3.413413413413413533e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.243447255147649566e-04, -9.999999715512744025e-01, 8.103637801235686429e-05, -3.252009428876462868e-05, 8.097857205089920019e-01, -1.144340807095396061e-04, -5.824174787650627794e-01, 9.974783440576717730e-01
3.423423423423423539e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.249972237703836255e-04, -9.999999712035327892e-01, 8.348163493900319864e-05, -4.306413843767601562e-05, 7.473726653491166161e-01, -1.116314099169812612e-04, -6.600977788014442682e-01, 9.971434163678436491e-01
3.433433433433433546e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.250016430642654485e-04, -9.999999709877163134e-01, 8.601643533247629609e-05, -5.309227472934145508e-05, 6.773871630168060154e-01, -1.076407995262052984e-04, -7.308878938900398303e-01, 9.965191902117622735e-01
3.443443443443443552e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.243312260349137992e-04, -9.999999709211431220e-01, 8.850544748080817951e-05, -6.251482693201836256e-05, 6.006804348043567332e-01, -1.025269803978230519e-04, -7.943305346789748533e-01, 9.958805136661839086e-01
3.453453453453453559e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.229846567335868289e-04, -9.999999710162748023e-01, 9.080359549299453286e-05, -7.124211881396408581e-05, 5.181037020040650809e-01, -9.635468339244588319e-05, -8.499684118163746138e-01, 9.954284311167889143e-01
3.463463463463463565e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.209896016342368090e-04, -9.999999712794038764e-01, 9.276199739281143681e-05, -7.918447414343606741e-05, 4.305081859082277584e-01, -8.918863937068514003e-05, -8.973442359503653876e-01, 9.952708124687132951e-01
3.473473473473473572e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.184037338080197356e-04, -9.999999717097936003e-01, 9.423492745970786229e-05, -8.625221668869168900e-05, 3.387451078091410217e-01, -8.109357919315214320e-05, -9.360007177290721181e-01, 9.954122792439211720e-01
3.483483483483483578e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.153131114269502032e-04, -9.999999722994223905e-01, 9.508637548811525481e-05, -9.235567021798831865e-05, 2.436656889991014596e-01, -7.213423372045828122e-05, -9.654805678006201930e-01, 9.957538393242238994e-01
3.493493493493493585e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.118285661058533079e-04, -9.999999730332969072e-01, 9.519487439170014190e-05, -9.740515849958339216e-05, 1.461211507704053281e-01, -6.237533381321483416e-05, -9.853264968131358881e-01, 9.961022585071079849e-01
3.503503503503503591e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.081260930071165407e-04, -9.999999738864882026e-01, 9.439572353504960245e-05, -1.013877892745505799e-04, 4.672632923625742729e-02, -5.184723417919774168e-05, -9.954847014344279099e-01, 9.965807311008509917e-01
3.513513513513513598e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.043685606988994929e-04, -9.999999748316812376e-01, 9.257498688282220570e-05, -1.042331960571744724e-04, -5.345838760453004712e-02, -4.063212556802842107e-05, -9.958355593625528579e-01, 9.972694084407350834e-01
3.523523523523523604e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.006201736309632180e-04, -9.999999758452045029e-01, 8.978383389986812095e-05, -1.057020129901903023e-04, -1.526584793501473136e-01, -2.892479597348158072e-05, -9.854331012465927797e-01, 9.971875552570520496e-01
3.533533533533533610e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.971567580137445269e-04, -9.999999768748726314e-01, 8.590382180989997814e-05, -1.058474644752376275e-04, -2.500535182230282372e-01, -1.678959600012550491e-05, -9.647874896436926528e-01, 9.966652766271477670e-01
3.543543543543543617e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.942985291425707993e-04, -9.999999778527874916e-01, 8.088575571183057912e-05, -1.047227749139560194e-04, -3.448230764456070019e-01, -4.290876252528430513e-06, -9.344088871109972327e-01, 9.960034805896496035e-01
3.553553553553553623e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.923934187920571168e-04, -9.999999786976960792e-01, 7.476215597459155964e-05, -1.023811687079850493e-04, -4.361467262403174727e-01, 8.507012664741317540e-06, -8.948074562056514969e-01, 9.954417918922473518e-01
3.563563563563563630e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.917965484088808255e-04, -9.999999793184599639e-01, 6.765474112992206736e-05, -9.887587025896428863e-05, -5.232040398295935146e-01, 2.153972014711549561e-05, -8.464933594848005338e-01, 9.951349080332112518e-01
3.573573573573573636e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.928483289936142465e-04, -9.999999796182161838e-01, 5.977532539024069466e-05, -9.426010396853329516e-05, -6.051745894358692146e-01, 3.474289559002580587e-05, -7.899767595055890990e-01, 9.951379674948896970e-01
3.583583583583583643e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.958544175789419910e-04, -9.999999794985079404e-01, 5.142014379371556747e-05, -8.858709423833162669e-05, -6.812379472815787151e-01, 4.805218838890399789e-05, -7.257678188251621698e-01, 9.954014656485786761e-01
3.593593593593593649e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.010704786275840700e-04, -9.999999788625704156e-01, 4.295953023112842646e-05, -8.191006546999885461e-05, -7.505736855891556036e-01, 6.140324793918178062e-05, -6.543767000006646128e-01, 9.957759454225966200e-01
